LastUpdate;Name;PriceBTC;PriceEUR;PriceUSD;1HChange;MaxSupply
1518310145;Decred;0.00898506;61.205356881;74.9487;-1.32;21000000.0
1518310746;Decred;0.00900605;61.603464006;75.4362;-1.08;21000000.0
1518311046;Decred;0.00901209;61.928646072;75.8344;-0.58;21000000.0
1518311346;Decred;0.00900595;61.70047965;75.555;-1.1;21000000.0
1518311346;Decred;0.00900595;61.70047965;75.555;-1.1;21000000.0
1518311646;Decred;0.00900597;61.238838711;74.9897;-1.8;21000000.0
1518311946;Decred;0.00900623;60.845876355;74.5085;-2.17;21000000.0
1518312246;Decred;0.0090062;60.625712907;74.2389;-2.24;21000000.0
1518312546;Decred;0.00900628;60.223767621;73.7467;-2.68;21000000.0
1518312846;Decred;0.00900625;60.487865763;74.0701;-2.02;21000000.0
1518313146;Decred;0.00900621;60.385378698;73.9446;-2.13;21000000.0
1518313446;Decred;0.00900684;60.857064186;74.5222;-1.23;21000000.0
1518313747;Decred;0.0090096;61.156440744;74.8888;-0.68;21000000.0
1518314046;Decred;0.009001;60.880256478;74.5506;-1.17;21000000.0
1518314346;Decred;0.00899292;60.810434613;74.4651;-1.2;21000000.0
1518314646;Decred;0.00892165;60.328459587;73.8749;-1.91;21000000.0
1518314946;Decred;0.00889962;59.721458508;73.1316;-2.7;21000000.0
1518315246;Decred;0.0088992;59.656863075;73.0525;-2.47;21000000.0
1518315546;Decred;0.00885342;59.464628373;72.8171;-2.53;21000000.0
1518315846;Decred;0.00884322;59.549394567;72.9209;-2.04;21000000.0
1518316145;Decred;0.00880756;59.556090933;72.9291;-1.78;21000000.0
1518316446;Decred;0.00881808;59.661599529;73.0583;-1.5;21000000.0
1518316746;Decred;0.0088453;59.655883119;73.0513;-1.65;21000000.0
1518317046;Decred;0.00885694;59.85816237;73.299;-1.36;21000000.0
1518317346;Decred;0.00884457;59.744079159;73.1593;-1.58;21000000.0
1518317646;Decred;0.00885554;59.47761279;72.833;-1.84;21000000.0
